id,s_width,s_height,s_storage_size,s_duration,c_si,c_ti,c_scene_change_ffmpeg_ratio30,c_scene_change_ffmpeg_ratio60,c_scene_change_ffmpeg_ratio90,c_scene_change_py_thresh30,c_scene_change_py_thresh50,c_colorhistogram_mean_dark,c_colorhistogram_mean_medium_dark,c_colorhistogram_mean_medium_bright,c_colorhistogram_mean_bright,c_colorhistogram_std_dev_dark,c_colorhistogram_std_dev_medium_dark,c_colorhistogram_std_dev_medium_bright,c_colorhistogram_std_dev_bright,c_colorhistogram_temporal_mean_std_dev_dark,c_colorhistogram_temporal_mean_std_dev_medium_dark,c_colorhistogram_temporal_mean_std_dev_medium_bright,c_colorhistogram_temporal_mean_std_dev_bright,t_average_bitrate,e_width,e_height,c_content_category_Border collie,c_content_category_alp,c_content_category_ballplayer,c_content_category_bannister,c_content_category_bathing cap,c_content_category_bearskin,c_content_category_bicycle-built-for-two,c_content_category_bobsled,c_content_category_breastplate,c_content_category_car mirror,c_content_category_chainlink fence,c_content_category_church,c_content_category_cloak,c_content_category_collie,c_content_category_comic book,c_content_category_convertible,c_content_category_croquet ball,c_content_category_dumbbell,c_content_category_envelope,c_content_category_football helmet,c_content_category_geyser,c_content_category_grille,c_content_category_jersey,c_content_category_lab coat,c_content_category_lakeside,c_content_category_maillot,c_content_category_mask,c_content_category_matchstick,c_content_category_maze,c_content_category_miniskirt,c_content_category_mortarboard,c_content_category_mountain bike,c_content_category_palace,c_content_category_parachute,c_content_category_pay-phone,c_content_category_prison,c_content_category_promontory,c_content_category_puck,c_content_category_racer,c_content_category_rain barrel,c_content_category_reflex camera,c_content_category_scoreboard,c_content_category_seashore,c_content_category_ski,c_content_category_ski mask,c_content_category_snowmobile,c_content_category_spider web,c_content_category_sports car,c_content_category_spotlight,c_content_category_stage,c_content_category_submarine,c_content_category_suit,c_content_category_swing,c_content_category_trench coat,c_content_category_trimaran,c_content_category_volcano,c_content_category_volleyball,c_content_category_warplane,c_content_category_web site,c_content_category_whistle,c_content_category_wig
218,1920,1080,552098876,69,62.699,6.612,3.4782608695652173,0.0,0.0,0.8695652173913043,0.8695652173913043,0.18846495348005016,0.4349854485373056,0.3268025665183098,0.0497470314643347,0.18802076177289928,0.1502525500495839,0.177713089652204,0.07197188013655471,0.1457720572440944,0.12824747003695686,0.08959928457380067,0.026698097496033642,108,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,1920,1080,77268881,60,36.479,9.427999999999999,21.0,7.0,1.0,23.0,22.0,0.3793177163708847,0.2596861470121741,0.19886562821502052,0.16213050840192048,0.25205618159292953,0.11509003248498928,0.1050499095174314,0.20969410069456984,0.15523880506805565,0.1005847238351949,0.0911089510973731,0.2222154610814959,2458,1280,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5425,1920,1080,61866785,46,62.143,20.875,36.52173913043478,3.9130434782608696,1.3043478260869563,36.52173913043478,23.47826086956522,0.23194579335525145,0.325661106078905,0.1743082603663446,0.2680848401994991,0.2605120595869818,0.34560745086529904,0.1554114846331805,0.31405183662079283,0.16449458238383535,0.10080717713047026,0.10987623187484126,0.1929139569154477,1409,1280,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6651,1920,1080,1074136887,1076,84.941,26.035999999999998,6.301115241635688,0.8364312267657993,0.0,15.669144981412638,6.858736059479552,0.2393646015298713,0.314842635499373,0.2571784836002876,0.1886142793704676,0.14286474441289718,0.09378398237185848,0.07791462753757998,0.261727670656066,0.13433356407263916,0.08242014065718344,0.09359370932634052,0.1133019069789256,2778,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,1920,1080,72185493,52,31.256,12.700999999999999,23.07692307692308,4.615384615384616,0.0,33.46153846153846,12.692307692307693,0.7746520111190252,0.13032775279954106,0.06067401669832225,0.03434621938311175,3.4480276405572763,0.04253850609300869,0.029672121035001005,0.05592992385367072,0.19716627818923288,0.11081689847497816,0.07465771874974059,0.07499268669141734,106,416,234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,1920,1080,137727577,91,59.794,39.03,15.164835164835164,2.6373626373626378,0.6593406593406594,38.901098901098905,14.505494505494505,0.2919179576210826,0.2859354349675531,0.26316504290462633,0.15898156450673812,0.1574575805305347,0.06884849658063429,0.09502998832151748,0.10797092176121573,0.14075457036935174,0.09335542098647184,0.10603237629258316,0.1081221668739364,7194,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1244,1920,1080,217221433,167,48.126999999999995,23.820999999999998,5.029940119760479,1.4371257485029942,0.0,17.964071856287422,3.5928143712574854,0.3803063741344473,0.1883926831907173,0.2475831506354576,0.1837177920393781,0.5723746015193796,0.038181578104162096,0.05614919469459679,0.13551422191576826,0.18036563578784684,0.1008752376647136,0.13872287203317574,0.11270194109005115,43,640,360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1920,1080,515954748,65,52.888000000000005,12.651,23.07692307692308,15.692307692307693,0.0,0.9230769230769232,0.9230769230769232,0.3449455548630896,0.2758238589150047,0.2047433547997784,0.1744872314221273,0.17895393024024314,0.06573164920632765,0.07588089158671006,0.13082619772514906,0.14675152244104211,0.1070795343326478,0.098459791588303,0.1098450756832141,4788,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7181,1920,1080,1362670504,961,51.551,18.8,7.180020811654527,2.1227887617065555,0.24973985431841836,10.676378772112383,7.180020811654527,0.2599537732899974,0.318368003198561,0.2222792282839913,0.1993989952274509,0.1658343646082629,0.12354866118709475,0.12112816761453454,0.2334299439553294,0.1613346252676606,0.13852273060176049,0.12996961300071094,0.16634129933339736,2728,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6478,1920,1080,1408729007,952,48.867,10.365,6.050420168067228,0.5042016806722689,0.0,7.121848739495799,6.7436974789915975,0.6372028098469326,0.20881490305902448,0.08662953537414211,0.06735275171990089,0.5836596690734488,0.08885109487709653,0.023111862746360685,0.06672181991086806,0.12349986042306345,0.06328858427411721,0.043526441537174616,0.037514580432795416,1551,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
