id,s_width,s_height,s_storage_size,s_duration,c_si,c_ti,c_scene_change_ffmpeg_ratio30,c_scene_change_ffmpeg_ratio60,c_scene_change_ffmpeg_ratio90,c_scene_change_py_thresh30,c_scene_change_py_thresh50,c_colorhistogram_mean_dark,c_colorhistogram_mean_medium_dark,c_colorhistogram_mean_medium_bright,c_colorhistogram_mean_bright,c_colorhistogram_std_dev_dark,c_colorhistogram_std_dev_medium_dark,c_colorhistogram_std_dev_medium_bright,c_colorhistogram_std_dev_bright,c_colorhistogram_temporal_mean_std_dev_dark,c_colorhistogram_temporal_mean_std_dev_medium_dark,c_colorhistogram_temporal_mean_std_dev_medium_bright,c_colorhistogram_temporal_mean_std_dev_bright,t_average_bitrate,e_width,e_height,c_content_category_Border collie,c_content_category_alp,c_content_category_ballplayer,c_content_category_bannister,c_content_category_bathing cap,c_content_category_bearskin,c_content_category_bicycle-built-for-two,c_content_category_bobsled,c_content_category_breastplate,c_content_category_car mirror,c_content_category_chainlink fence,c_content_category_church,c_content_category_cloak,c_content_category_collie,c_content_category_comic book,c_content_category_convertible,c_content_category_croquet ball,c_content_category_dumbbell,c_content_category_envelope,c_content_category_football helmet,c_content_category_geyser,c_content_category_grille,c_content_category_jersey,c_content_category_lab coat,c_content_category_lakeside,c_content_category_maillot,c_content_category_mask,c_content_category_matchstick,c_content_category_maze,c_content_category_miniskirt,c_content_category_mortarboard,c_content_category_mountain bike,c_content_category_palace,c_content_category_parachute,c_content_category_pay-phone,c_content_category_prison,c_content_category_promontory,c_content_category_puck,c_content_category_racer,c_content_category_rain barrel,c_content_category_reflex camera,c_content_category_scoreboard,c_content_category_seashore,c_content_category_ski,c_content_category_ski mask,c_content_category_snowmobile,c_content_category_spider web,c_content_category_sports car,c_content_category_spotlight,c_content_category_stage,c_content_category_submarine,c_content_category_suit,c_content_category_swing,c_content_category_trench coat,c_content_category_trimaran,c_content_category_volcano,c_content_category_volleyball,c_content_category_warplane,c_content_category_web site,c_content_category_whistle,c_content_category_wig
7356,1920,1080,190595668,25,75.29899999999999,22.29,40.8,16.8,7.199999999999998,38.4,9.6,0.4094736689814815,0.3048961098251029,0.14525918852880654,0.14037103266460904,0.42343885347256977,0.11372774117929513,0.05524290830677917,0.21185924616019985,0.1985349942418251,0.14384548792212265,0.06289201290176133,0.1838018863651045,1149,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,1080,1080,126074033,93,63.111999999999995,28.526,25.80645161290323,7.741935483870968,0.6451612903225807,33.54838709677419,23.225806451612907,0.2906826352935971,0.2903685481412648,0.25482828640401994,0.1641205301611182,0.1986574920365332,0.10390662497903852,0.08383074701114099,0.16996040212661498,0.1651279849694776,0.1228052973893088,0.12377806646669515,0.14303376239176374,1195,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9636,1920,1080,-9317513,5952,37.496,7.89,3.094758064516129,0.2419354838709677,0.0,9.08266129032258,1.471774193548387,0.7605589316242477,0.14629287423314868,0.058266309742126175,0.034881884400478035,2.618044653747251,0.060654984815587024,0.026184841908503627,0.04077692360138907,0.2062123332960478,0.12370679761966835,0.08285693778361124,0.07014149649995231,9277,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9028,1920,1080,-1453144060,8098,32.696999999999996,12.372,5.230921215114844,0.5556927636453445,0.11854778957767348,11.284267720424795,3.0748332921709065,0.6744502796392953,0.2103433574879913,0.07845335618927875,0.03662951940262133,0.8524689743362153,0.09050394046565008,0.03821168824340559,0.02980460025404554,0.1998191992441612,0.13326531444028836,0.08079726073323247,0.05501271505293779,8128,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1920,1080,523350076,65,33.647,8.995,18.461538461538463,2.769230769230769,0.0,0.9230769230769232,0.9230769230769232,0.32205445008309586,0.3715106491373853,0.25117807998971203,0.05525682078980692,0.1824630008537845,0.104568042768062,0.127041795559405,0.05318071669550517,0.16321815881232155,0.13903443326922496,0.1218785724604798,0.05117607886467201,9960,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
746,1920,1080,550378044,69,45.062,7.775,11.304347826086955,6.956521739130435,0.0,0.8695652173913043,0.8695652173913043,0.4337840978559076,0.21421489896448376,0.19445774950423456,0.1575432536753742,0.7110308459802952,0.043640331545737834,0.03705619545602349,0.12420679084892013,0.2936177825970329,0.12003574883177046,0.12081990724316645,0.12086691669321135,512,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3570,1080,1080,119303100,90,49.576,21.083000000000002,18.666666666666668,4.0,0.0,24.666666666666664,14.0,0.17806907928161372,0.2989866985469695,0.2901147944927095,0.2328294276787075,0.14850271792281036,0.13950937968268767,0.1420992550005642,0.20732799319218792,0.18803641554568196,0.14005227511497811,0.16674172381618158,0.21143966903890932,47,416,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,1280,720,-1034967305,507,71.015,18.756,4.378698224852071,0.9467455621301776,0.0,9.467455621301776,5.562130177514793,0.34777120030224995,0.17189833862384948,0.12916467701598916,0.35116578405791143,0.19759945330222506,0.07403472013132611,0.06483996373833423,0.3919734210512755,0.21545669825606234,0.08604315345995557,0.07550493418955169,0.268502051106211,2489,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,1920,1080,197386666,147,65.52,22.471,9.387755102040817,4.489795918367347,0.0,20.0,10.612244897959183,0.3895510431538871,0.3480821735201283,0.15443056736583527,0.10793621596014946,0.7178582246646008,0.13235882015845796,0.08287609238112034,0.2347277702885961,0.2768521250996828,0.19769698586677947,0.1324539662408982,0.10291726925430406,176,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9642,1920,1080,-9317513,5952,37.496,7.89,3.094758064516129,0.2419354838709677,0.0,9.08266129032258,1.471774193548387,0.7605589316242477,0.14629287423314868,0.058266309742126175,0.034881884400478035,2.618044653747251,0.060654984815587024,0.026184841908503627,0.04077692360138907,0.2062123332960478,0.12370679761966835,0.08285693778361124,0.07014149649995231,551,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,1920,1080,72185493,52,31.256,12.700999999999999,23.07692307692308,4.615384615384616,0.0,33.46153846153846,12.692307692307693,0.7746520111190252,0.13032775279954106,0.06067401669832225,0.03434621938311175,3.4480276405572763,0.04253850609300869,0.029672121035001005,0.05592992385367072,0.19716627818923288,0.11081689847497816,0.07465771874974059,0.07499268669141734,70,1280,720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5497,1920,1080,48990899,46,27.765,13.418,22.173913043478255,0.0,0.0,28.695652173913047,23.47826086956522,0.3363093660538558,0.3483174434435945,0.2611753940496957,0.054197796452853816,0.6070387824164161,0.6995125875034965,0.541052957771965,0.046476744580966116,0.1272235156151223,0.09323402630496357,0.11842082314410955,0.08601014436931219,2645,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5422,1920,1080,61866785,46,62.143,20.875,36.52173913043478,3.9130434782608696,1.3043478260869563,36.52173913043478,23.47826086956522,0.23194579335525145,0.325661106078905,0.1743082603663446,0.2680848401994991,0.2605120595869818,0.34560745086529904,0.1554114846331805,0.31405183662079283,0.16449458238383535,0.10080717713047026,0.10987623187484126,0.1929139569154477,1147,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,1080,1080,121428182,89,41.423,21.723000000000003,24.269662921348313,3.3707865168539324,0.0,25.61797752808989,9.438202247191011,0.2955613032577589,0.31092892821730056,0.2794791586391497,0.11403060988579085,0.20485771267256453,0.11668039392611253,0.13678541634580155,0.14968422420910518,0.266391375703209,0.1899514635997368,0.22037801731982692,0.14868913728661756,31,416,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2163,1920,1080,147237371,104,37.65,22.276999999999997,28.26923076923077,13.846153846153848,3.4615384615384617,28.84615384615385,22.5,0.3785774445903568,0.25259219844343545,0.1841520676910217,0.184678289275186,0.3332640763732338,0.08766262555383388,0.06441377055448225,0.15017268001270054,0.17608648418598233,0.12899415575522774,0.1169011157862559,0.1955240087830403,130,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6837,1920,1080,-1027320958,3209,76.81,22.62,3.758180118416952,0.9722655032720472,0.0,5.3287628544717975,2.4680585852290435,0.14654281759193488,0.3878932506168359,0.35102845783127273,0.11453547395995654,0.10678006290760098,0.2679525199107404,0.30887852934501736,0.15796504111448906,0.1231516198856358,0.1856774069809276,0.2185701252049696,0.11872878373708085,389,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7054,1920,1080,1141058435,907,52.724,20.932,7.872105843439912,2.9768467475192946,0.6615214994487321,12.105843439911798,4.630650496141125,0.2759749452418548,0.13738518619187315,0.17035541130853565,0.4162844572577368,0.43175695260420266,0.04170167993377225,0.09564265127006742,0.6180900743873631,0.211995411486462,0.0833232919641225,0.12379771323335005,0.23247670139502166,526,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1920,1080,523350076,65,33.647,8.995,18.461538461538463,2.769230769230769,0.0,0.9230769230769232,0.9230769230769232,0.32205445008309586,0.3715106491373853,0.25117807998971203,0.05525682078980692,0.1824630008537845,0.104568042768062,0.127041795559405,0.05318071669550517,0.16321815881232155,0.13903443326922496,0.1218785724604798,0.05117607886467201,85,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6333,1920,1080,1940504072,1397,64.697,20.929000000000002,4.294917680744453,1.0737294201861132,0.0,10.866141732283463,4.724409448818896,0.2064146599138808,0.2360216185854241,0.25282286918930513,0.3047408523113908,0.10603965645626072,0.050182227567792385,0.07810265148445189,0.5608448393328376,0.08256137976141882,0.08844786550038526,0.0927794600483876,0.13798884321048566,2176,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1920,1080,202290746,154,51.784,26.439,3.896103896103896,0.3896103896103896,0.0,6.233766233766234,3.116883116883117,0.1525876531518893,0.2586417989000453,0.44927944082023935,0.13949110712782595,0.10817620043262698,0.07188686920044106,0.31188405941386543,0.1595635825223781,0.10744546740260924,0.13126609876402448,0.24485210111947006,0.17188907294876166,842,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,1920,1080,76274681,58,50.255,31.131,7.241379310344827,0.0,0.0,10.344827586206897,5.172413793103448,0.10655535212235703,0.2083296000292678,0.2824667577958706,0.4026482900525045,0.10997772382161923,0.0834613291938974,0.11079943287419472,0.3057701154084121,0.1293166285013186,0.09406413353814792,0.12690920408899545,0.2259927853418028,763,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,1920,1080,597695036,74,53.818000000000005,7.098,3.2432432432432434,1.6216216216216215,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.3579549362730787,0.27837455728297744,0.18444510917167173,0.17922539727227232,0.26939412341985336,0.056433630009321535,0.06917121852931941,0.42423110730101066,0.1589233345820823,0.11711897371890133,0.05996205714938727,0.238141763817649,60,416,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3893,1920,1080,125273818,91,36.573,19.58,19.78021978021978,5.934065934065932,1.3186813186813189,26.37362637362637,15.164835164835164,0.38862801470006336,0.3381906252826392,0.14228306030389354,0.13089829971340386,0.2983884044640095,0.15472607160702487,0.06652817364369028,0.2082160264762791,0.2730705449370343,0.17030424747583014,0.10838523950725402,0.18242060319540274,48,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,1920,1080,126130980,90,55.964,25.555,22.0,4.666666666666667,0.0,30.0,21.333333333333336,0.308340074159808,0.3462391850280065,0.22419800775891632,0.12122273305326928,0.30334933553414506,0.17171432862549946,0.11408543743781813,0.17715557317212174,0.1998325772847748,0.18579993553654525,0.16176117024066436,0.11478322594840935,1216,416,234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,1920,1080,166169589,125,56.203,29.463,2.4,0.96,0.0,13.92,2.88,0.1356833307613169,0.2863233333333334,0.40892081918724255,0.16907251671810694,0.12688374915693074,0.07811474594161663,0.1996496793895269,0.17105837774790214,0.06811267476986396,0.11010395456010776,0.13955120195688905,0.15460661795757044,2922,960,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5432,1920,1080,61866785,46,62.143,20.875,36.52173913043478,3.9130434782608696,1.3043478260869563,36.52173913043478,23.47826086956522,0.23194579335525145,0.325661106078905,0.1743082603663446,0.2680848401994991,0.2605120595869818,0.34560745086529904,0.1554114846331805,0.31405183662079283,0.16449458238383535,0.10080717713047026,0.10987623187484126,0.1929139569154477,796,1280,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,1920,1080,76274681,58,50.255,31.131,7.241379310344827,0.0,0.0,10.344827586206897,5.172413793103448,0.10655535212235703,0.2083296000292678,0.2824667577958706,0.4026482900525045,0.10997772382161923,0.0834613291938974,0.11079943287419472,0.3057701154084121,0.1293166285013186,0.09406413353814792,0.12690920408899545,0.2259927853418028,1200,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,1920,1080,76274681,58,50.255,31.131,7.241379310344827,0.0,0.0,10.344827586206897,5.172413793103448,0.10655535212235703,0.2083296000292678,0.2824667577958706,0.4026482900525045,0.10997772382161923,0.0834613291938974,0.11079943287419472,0.3057701154084121,0.1293166285013186,0.09406413353814792,0.12690920408899545,0.2259927853418028,396,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,1920,1080,132377782,92,51.387,24.455,29.347826086956523,7.173913043478262,0.6521739130434783,31.95652173913044,25.43478260869565,0.2845899957645598,0.337334001847938,0.2433582130496287,0.1347177893378735,0.1585218341500708,0.11194280609724366,0.0910557467511044,0.138737863863212,0.22872964765782455,0.1534318641160831,0.13841337564169914,0.11096516789873513,3848,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6012,1920,1080,2033405841,1499,64.12,21.464000000000002,4.563042028018678,1.0406937958639093,0.0,11.567711807871914,4.683122081387592,0.3897145824196576,0.2651793523571612,0.23504783302894686,0.1093911207866286,0.16379882806892007,0.06733307592413701,0.1412731520370088,0.13484093585493928,0.1708793326279189,0.09279992379177866,0.14670255872342142,0.09924971283699367,2379,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,1080,1080,121428182,89,41.423,21.723000000000003,24.269662921348313,3.3707865168539324,0.0,25.61797752808989,9.438202247191011,0.2955613032577589,0.31092892821730056,0.2794791586391497,0.11403060988579085,0.20485771267256453,0.11668039392611253,0.13678541634580155,0.14968422420910518,0.266391375703209,0.1899514635997368,0.22037801731982692,0.14868913728661756,17,416,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10172,1920,1080,1189141008,5298,26.755,10.277000000000001,10.328425821064553,3.6240090600226496,0.10192525481313704,16.274065685164217,7.82559456398641,0.6301581343188257,0.2409197936291769,0.0851772384771915,0.04374483357480584,0.9438981595846414,0.13593121319630108,0.04788396270277175,0.06701921981898366,0.24546634596370434,0.1718985252047937,0.12311671462343195,0.0909179692986598,26,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1920,1080,523350076,65,33.647,8.995,18.461538461538463,2.769230769230769,0.0,0.9230769230769232,0.9230769230769232,0.32205445008309586,0.3715106491373853,0.25117807998971203,0.05525682078980692,0.1824630008537845,0.104568042768062,0.127041795559405,0.05318071669550517,0.16321815881232155,0.13903443326922496,0.1218785724604798,0.05117607886467201,70,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1966,1920,1080,141193038,103,50.168,32.969,19.80582524271845,5.825242718446603,0.0,29.708737864077673,12.233009708737864,0.0969380861950138,0.14344391287356667,0.27417476820638065,0.4854432327250389,0.1017734275422348,0.04907195253719827,0.09771050292922057,0.4252123992365516,0.12696868912083448,0.07196121785978604,0.11695237779547432,0.15912974359604598,1896,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,1920,1080,121852014,88,42.762,24.13,23.18181818181818,2.0454545454545454,0.0,35.45454545454545,20.454545454545453,0.19856915143916007,0.3449133022207023,0.33604580417894225,0.12047174216119524,0.17045171523363653,0.12630453788092308,0.1610925179314816,0.12615536187332954,0.16295878056759586,0.12298553551483385,0.16627277139038607,0.10749467653528348,142,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7437,1920,1080,915306219,911,,,4.281009879253569,3.4906695938529086,2.2392974753018655,0.0,0.0,0.3865380815481675,0.4647654040776205,0.07310478436705248,0.07559173000715977,0.5853733819637021,0.3363170654077041,0.07268855673696023,0.3782526982726005,0.2229445245969537,0.2110488147681298,0.030857207933112082,0.1982889364350175,3252,1280,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4424,1920,1080,245843127,180,37.150999999999996,14.251,6.333333333333332,2.0,0.0,10.0,5.333333333333334,0.2730743473508229,0.3674809938700274,0.2473741256930154,0.11207053308613396,0.3906670452386395,0.14711012104654764,0.14100125511339984,0.12710649573169874,0.21435649133092569,0.1579379116466751,0.14208967796675773,0.10488468256894136,656,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7861,1920,1080,1109181134,1124,,,1.8149466192170816,0.8007117437722421,0.3202846975088968,1.7081850533807827,1.1209964412811386,0.3509971576529389,0.3529820511465154,0.2735465341048467,0.022474257095699137,0.8213270441372345,0.22757875053447685,0.26907052104968754,0.02457274752456132,0.284411041595072,0.21507057181870146,0.2572654758926336,0.058867909882453134,320,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9183,1920,1080,1318225924,9790,31.811999999999998,8.365,2.702757916241062,0.20224719101123595,0.06741573033707866,28.57814096016343,6.802860061287028,0.8369875290205698,0.11490126455067745,0.03459826789206568,0.013410793490722871,1.2461034033436147,0.0541768732492228,0.016067469221689532,0.012579749270251891,0.13695500744281552,0.09393726490659672,0.04692648209743979,0.026478667822376182,431,640,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5366,1920,1080,42751149,30,46.525,23.734,36.0,16.0,0.0,46.0,34.0,0.5554381537208505,0.2568366448045268,0.09651833097565156,0.0912068704989712,1.377922410867767,0.1913959842347687,0.0519225676326405,0.11258493856993068,0.2376363846167153,0.16301775459898676,0.08243869766413202,0.09286888877327823,407,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8363,352,288,45621044,10,77.578,7.693,0.0,0.0,0.0,6.0,6.0,0.23574679082491584,0.2435698127104377,0.4969703545875421,0.023713041877104383,0.35189338781867663,0.03240524866288848,0.3597064953635282,0.04693393252832586,0.07830176552556857,0.09463541584445496,0.15447290174872966,0.010650875043903508,140,1280,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1471,1920,1080,177523315,136,44.247,22.94,3.0882352941176467,0.0,0.0,4.852941176470589,2.647058823529412,0.10708649161825233,0.2603083476590867,0.4746598933747883,0.15794526734787273,0.09647560584795832,0.07920159158006622,0.3604969856229942,0.14468701176896995,0.07820948332209962,0.11097058139844516,0.22159150794805735,0.16450448602874068,142,1280,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,1920,1080,112900104,87,49.698,24.816,8.965517241379311,2.0689655172413794,0.0,9.655172413793103,4.137931034482759,0.32530883783288395,0.22082242813135605,0.24289994116881894,0.21096879286694106,0.3096955572605046,0.02953088705812408,0.0569748715546526,0.14121869607427773,0.12852634705843946,0.10548492229904977,0.054382260051161584,0.13115996204025154,69,768,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
