id,t_average_vmaf
4206,2.989496
3602,83.159459
6228,6.643731
2276,84.195258
7302,24.880532000000002
5930,95.575482
608,24.612139000000003
5504,87.467011
4467,86.481884
3496,16.86146
7750,95.152402
428,64.137687
7354,78.201087
6620,4.7520489999999995
4373,88.905837
426,83.62807099999999
2223,53.280547
100,73.440939
8368,48.840196999999996
8458,17.87582
2762,76.020239
6087,99.164723
8554,83.68581800000001
5072,99.483271
10033,74.199905
3286,82.58607099999999
9905,81.290695
3778,58.465106999999996
6481,91.245482
9251,82.762831
8519,21.868597
9551,11.323245
8992,47.455509
1465,15.619325
9527,57.021032999999996
2234,47.122344
1744,69.491293
7234,18.302996
6337,41.052503
8720,28.919376
3583,17.793506
5982,64.55659200000001
5682,22.94895
9550,20.481847
1983,61.105578
9051,38.751259000000005
5564,90.96019
9818,64.82238199999999
2121,74.453075
8476,98.259297
3870,23.978655
6063,22.666829999999997
3709,88.470061
916,33.239515999999995
8837,27.54338
10250,7.103304
5279,54.59935600000001
3161,21.542776999999997
7116,42.25192
8478,87.868847
8790,85.734408
5636,97.948634
8129,20.884462
1203,61.602321999999994
4053,4.975823999999999
5373,15.001548999999999
616,5.345466
1926,57.396193000000004
3114,19.538529
2641,13.695068
5207,20.800639
7740,3.079182
8653,83.689255
2562,32.384731
8000,90.65999000000001
2728,5.222183
8203,11.096097
3945,67.499615
10371,36.178340000000006
8092,98.56852099999999
4696,74.73782
2626,40.001277
2126,87.554659
8522,25.208826000000002
4787,68.739053
805,86.50332
6879,66.410951
3849,62.04588100000001
8089,51.04107
4353,17.344404
4090,57.501481000000005
6934,2.538759
5688,15.680795999999999
1242,20.748820000000002
7215,70.204321
5781,86.39360500000001
5313,89.901333
547,91.700818
3022,20.956825
6363,69.592079
5401,92.592239
26,73.76270500000001
6603,48.675056
9602,56.040277
2508,95.208551
1433,36.428490999999994
2582,87.918047
1302,56.698719999999994
7462,86.461078
6779,1.965891
5493,94.005318
4631,71.488106
1221,34.546255
5187,54.401229
2548,46.215621999999996
750,71.772611
437,19.902823
4538,65.326062
3412,26.134253
8739,44.914913
2847,55.77099499999999
1173,77.511259
10206,78.3868
2699,20.455033
6923,5.85999
6149,14.918270000000001
6408,95.64836
2481,7.440403999999999
10022,3.749025
8731,59.445742
2706,46.196048
10357,70.223884
326,77.973966
1039,88.038951
2637,8.658837
5218,2.260814
2499,86.901866
1004,6.821006
2861,14.577176999999999
3233,47.340771999999994
1870,1.548541
4404,35.768727
4662,3.7770089999999996
8652,76.138472
6540,0.5777979999999999
534,18.386286
5970,30.397053000000003
6438,31.051395
9521,71.784211
585,73.973975
10322,13.362157
3035,1.8686040000000002
6052,70.588918
2585,40.398962
1703,1.7376479999999999
7897,4.13957
5787,68.805741
491,36.896025
6227,11.358072
4519,0.761676
2836,75.448564
2266,80.729237
6889,98.005072
4101,73.820538
6748,76.259508
4886,58.398385
7913,88.616282
3549,71.189675
2900,85.340266
819,47.046095
2944,16.678818
1916,68.954509
3185,0.563144
4802,64.045765
9445,52.71688
7561,61.776193000000006
5307,80.18871
4405,71.41964499999999
3777,84.106555
1133,29.063190999999996
10370,69.466575
8854,97.370856
2518,74.994864
397,87.637119
1317,2.316999
9340,95.542282
121,72.159976
2449,85.442557
4188,14.116725
3229,85.93109100000001
1566,98.496782
1984,69.877066
9832,80.92746700000001
2601,61.435248
5663,32.752469
9406,87.188502
8844,17.852557
2173,9.587499000000001
3283,95.743742
8766,2.8675759999999997
3606,41.248053999999996
8873,90.45151700000001
2333,3.039765
573,65.323318
7473,90.695305
9375,16.939293
981,55.914145999999995
5938,44.641058
3503,5.597276
1407,75.99655600000001
535,7.384917999999999
4296,94.788386
4774,86.802298
5285,12.636066
8823,37.548282
1434,95.55709399999999
7265,80.77311999999999
2579,43.265807
3853,93.186051
3269,3.236481
9952,96.211652
9528,49.75408
3370,75.92820400000001
1867,5.825255
1454,42.804265
1786,0.562459
10320,21.70714
4280,12.301101
2521,85.08659399999999
4607,81.641902
1820,85.155555
4626,38.542209
2929,69.20825699999999
51,26.940533000000002
9865,3.270312
7502,1.8421319999999999
6161,4.8940790000000005
3578,10.569509
469,91.234365
2629,42.124958
8861,92.683824
7850,88.931561
8513,49.31542
6454,3.8370870000000004
6331,44.130067
1858,8.192355000000001
9931,13.169882999999999
865,86.345783
7307,44.073944
7516,74.84362800000001
9507,48.292357
7086,10.244786999999999
9540,19.32173
4278,23.695096
6501,79.594114
6170,99.056262
425,29.135815
188,67.076635
5853,82.776969
4880,65.26904300000001
228,10.010975
8155,79.40687700000001
5383,90.53568800000001
2741,45.513212
1041,62.81396899999999
10211,74.99669399999999
9442,87.095651
8398,98.038425
4274,17.585754
471,70.019869
2921,30.758159999999997
1905,63.436519
9173,80.240628
801,63.50544300000001
1487,62.04721899999999
9082,20.721027
3654,2.056084
3772,64.23331800000001
227,0.9699690000000001
4247,61.282140000000005
1128,92.468227
5270,69.599397
7390,62.446298
2208,98.59178100000001
5217,4.998683
9199,65.042325
7402,33.066804
5360,50.743992
3153,50.131568
4609,99.165023
7891,15.613506
3845,75.44594599999999
6465,0.7701979999999999
9999,26.295402000000003
2144,73.6711
7792,74.741668
6311,11.077917999999999
2374,65.737154
2577,82.22506700000001
1632,22.043177
5019,88.726031
2298,94.44659200000001
5229,91.836058
156,93.668999
9365,66.769509
7794,45.884743
3349,4.531786
8036,55.301303000000004
2879,2.477307
3414,7.681255999999999
7417,0.121646
4345,14.916526999999999
5382,4.278185
3769,97.00439300000001
9634,91.028126
9882,84.376175
5729,67.083244
9570,83.349707
10021,7.101560000000001
8204,34.579714
6855,6.690188
5878,82.353441
2495,0.8194020000000001
4186,43.971796999999995
6972,39.085108
2372,75.923761
4798,50.911002
7039,93.343014
3462,66.110721
5832,42.896339000000005
9095,80.793699
7476,55.984053
5747,46.556888
5236,89.83345899999999
4673,2.189508
2550,63.002327
4398,94.309288
847,5.961708
3344,2.791327
938,87.431872
5012,72.621734
5289,22.499804
9160,27.091520000000003
8900,61.075702
3856,55.795435
9386,12.538442
6691,44.008188
10124,76.298289
756,56.611001
4931,56.481063
2644,4.939959
4318,87.87804200000001
4448,79.34033199999999
3165,37.621998
3640,25.615920000000003
4623,66.630853
6757,79.854476
6224,4.283807
4133,4.085955
5555,81.16969300000001
2357,34.844122999999996
3419,8.612131
10312,17.949854000000002
2061,46.82636
549,72.430406
5839,25.277175
2812,86.258454
9699,8.310838
9071,27.868610999999998
9294,55.000279000000006
2549,25.629213
6312,5.072655
3169,48.555707
6841,50.329138
5015,79.192059
9695,36.972315
1259,47.289931
9014,83.572705
3937,74.665983
9041,83.37071999999999
1024,78.224651
7068,27.955135
752,49.81399999999999
7114,75.905941
4510,6.882942999999999
5607,10.483785000000001
1951,98.10595500000001
7993,82.403009
351,47.895971
1511,50.382961
5016,49.965519
4635,57.760378
4029,37.721051
6029,78.91964
701,1.292073
9813,35.402286
3663,2.775836
4868,94.508269
8681,33.754829
9011,92.701432
561,68.22614200000001
2318,37.651121
3098,25.151589
4082,90.285809
3150,89.784408
5830,23.146568
4462,70.271761
4795,87.86388000000001
3574,9.844348
4195,20.218662
8610,14.381948000000001
4852,41.952683
6304,9.568883999999999
1047,57.959996999999994
2939,10.65219
1808,89.403088
3166,45.758146999999994
414,89.694618
1340,69.97492
9688,25.457218
6264,78.057218
5827,60.423984
9654,83.69278299999999
9668,72.787664
7746,2.615184
1469,0.8956360000000001
1710,16.023812
4569,73.023103
9023,88.888048
2271,68.34040999999999
1583,51.70933
1412,88.554365
9167,95.45894100000001
9039,47.331329
9597,39.876967
6955,85.695036
1722,97.483746
2024,6.287555
2212,73.664048
1507,96.759753
2622,77.19075600000001
5502,67.84224300000001
9430,74.67654499999999
1321,7.8693550000000005
842,10.029249
1146,56.411188
3625,76.96400899999999
4442,7.760671
6319,99.160498
10114,54.390975
6958,77.83962700000001
463,3.859003
1754,69.658984
4162,62.746212
6892,62.661193999999995
9859,4.109155
5815,85.292087
4878,62.086985999999996
4185,72.773095
6573,83.486125
378,12.489532
3106,10.506231
8482,52.520728000000005
1335,74.202075
1223,13.559251999999999
10092,5.294626999999999
2716,6.464085
8032,63.850170999999996
8983,57.460013000000004
2952,17.958945
1350,98.664158
1082,7.178888000000001
10036,95.766441
5639,85.503875
5287,43.819041
1811,46.374201
9040,89.952158
1351,92.58906400000001
5212,13.398457
6192,31.277115000000002
1894,83.240076
8715,96.220724
565,88.82664399999999
8561,83.68633
5275,40.672131
3674,94.37544799999999
4533,91.869884
7933,77.540467
1212,90.801172
1189,93.710734
4741,17.014441
898,60.937402
5329,50.014883000000005
4158,98.402276
9571,71.711892
9194,88.40961899999999
3455,79.431975
3610,75.002753
9152,18.947063
9059,62.069922
10078,62.66318199999999
4440,2.3152049999999997
4150,67.930075
5385,95.487586
9672,75.13215100000001
2332,8.030342999999998
4177,89.355565
2262,99.394419
7042,87.19024499999999
3992,90.464561
6008,75.993915
3993,82.909163
2595,65.872972
8647,64.359131
3594,49.345836
5423,64.460724
1030,75.174892
4814,1.6644259999999997
7826,2.074272
3775,94.554188
6391,22.468723
9797,94.765025
5958,95.496332
7824,17.942224
6074,12.811779
1755,50.397268
4439,0.910083
6979,54.55696700000001
4316,65.779714
231,0.9655469999999999
10334,4.229568
110,73.46390600000001
7715,67.550252
6970,73.739692
2514,95.208551
6936,20.922353
5650,78.302062
4899,10.006082000000001
2917,83.12543000000001
4068,93.461051
2992,71.111101
2317,47.434843
5036,89.041354
4455,90.21477800000001
7262,94.221313
1515,68.25336899999999
216,28.639026
9529,43.292179
9361,71.685544
8685,24.585489000000003
2263,95.23366
5538,31.353737
5741,59.208096
8769,0.31754
7584,2.808221
893,43.285084000000005
1490,91.44851700000001
3003,50.975961
1850,29.401627
5759,21.496407
4824,0.999216
324,90.728693
1215,50.253839
2899,92.86428199999999
2933,20.775487
3659,1.502991
7150,35.624328999999996
6935,8.192680000000001
6550,0.756684
8875,73.366375
7691,83.945818
10125,50.554337
1129,79.45277
8068,99.50774799999999
2918,73.343396
4848,45.761023
3084,93.33952
9398,0.491217
4111,53.371188000000004
9613,28.002571999999997
208,31.603324
3254,36.979026
2795,3.609393
4129,16.864532
5400,41.118761
798,95.85205500000001
734,73.864204
4217,52.595243999999994
2244,36.8164
178,68.38336600000001
6060,47.559003000000004
8997,1.5615860000000001
1174,85.22224200000001
6078,22.086479999999998
1831,83.47366099999999
8364,46.898584
5065,8.539589999999999
8310,91.471665
7573,27.635282
3201,83.14098800000001
198,77.847837
9081,1.489049
4088,85.775262
548,86.19542
7178,89.009275
4723,86.054867
9137,69.208563
2532,88.675877
2314,42.954512
6914,80.697474
66,18.961804
3260,21.42559
2572,11.350439999999999
10264,88.139643
6577,95.04248199999999
622,4.612645
1681,91.283272
787,93.54199100000001
3332,30.740515000000002
5158,84.513173
6178,64.474644
3280,85.46491800000001
10135,61.26951999999999
9874,98.468373
4227,86.503289
8244,87.406537
478,75.63103100000001
5923,3.514193
2647,11.805385000000001
4369,82.21860500000001
5326,74.65214300000001
1033,90.64791
4863,80.74086
2598,98.130888
4300,83.774916
5804,85.38373399999999
4716,69.343956
344,68.82569699999999
4218,78.608086
1871,0.24310700000000002
5703,87.360341
9405,56.956274
10001,51.555969
2888,93.075601
220,5.178724
9502,52.612047
8599,40.487656
4229,79.28496899999999
4017,64.08293
5303,5.0542050000000005
9456,23.333494
6195,76.797911
7305,53.721796999999995
8568,68.030792
9115,45.308755
4393,96.396789
9396,4.0278730000000005
8369,29.180921
2881,8.106465
1677,51.446294
4468,78.333763
901,78.41306999999999
7419,1.944127
2296,67.240836
6488,89.498049
7914,75.792956
296,14.323417999999998
9072,21.471667
4154,76.89269499999999
8592,29.843475
27,56.373112
4574,20.062870999999998
9416,78.395324
8137,0.0
6071,14.546615
3248,53.614920999999995
8056,9.314472
2580,99.021135
6256,78.057218
1370,65.792369
10262,90.17917299999999
7263,88.222105
5369,31.897982
9707,19.037761
681,15.042829000000001
3159,44.0443
2987,38.223688
1882,87.23021999999999
1940,6.818909
3296,87.086881
3535,46.190914
3730,7.822399000000001
6468,0.32456999999999997
1181,48.004881
1375,75.825788
5418,60.330971
4743,8.927013
626,86.89445699999999
2112,98.057737
6034,66.483897
6564,79.250276
6805,94.492427
6458,21.191160999999997
4181,22.978359
7257,95.463184
8322,90.556088
1462,17.156575
2887,97.689157
4575,56.6827
684,27.137491999999998
9703,14.695231
8487,52.520728000000005
1366,62.508644999999994
3917,74.313182
2639,2.512938
9857,11.182143
9337,68.226697
6717,74.538191
2300,72.485424
2938,30.880805
5914,9.305589
8949,91.10261700000001
5317,98.460447
1979,41.762307
3804,5.461003
4699,39.745164
9065,45.507156
4739,18.096835000000002
4907,0.502415
2280,98.98119399999999
4603,99.58001
4302,97.458668
6926,42.805459
4131,5.129758
6400,50.463726
10214,69.152215
1784,2.232246
3182,7.324549
494,77.035044
7743,9.998395
2860,41.389165000000006
6277,75.167245
4042,11.071553999999999
8299,31.381695
2897,46.532595
366,46.332478
849,0.541295
5390,94.34365600000001
5340,94.287763
5562,49.709872999999995
4464,45.448101
2653,77.918449
3504,2.920835
1541,10.056825
6517,27.439379
9163,3.6664529999999997
322,75.702516
2031,74.111008
813,63.039469
7957,68.85243299999999
9692,15.829964000000002
9509,81.079531
1079,5.6342360000000005
2226,91.316373
9438,58.159949
6686,45.964257
2705,10.387288
7091,8.179780000000001
4416,57.06813399999999
1164,19.080409
3261,12.877841
9708,12.197694
1450,52.448707999999996
4230,45.389453
3863,56.924865000000004
6346,65.336316
7151,43.307291
7409,4.396486
5080,79.174362
8426,83.733459
6464,5.296787999999999
8293,17.243617
6053,60.97283
4057,91.794667
9910,89.412262
2999,30.115178000000004
9324,97.307474
1231,24.595379
1514,82.85387
2313,33.956518
1451,21.140873000000003
4614,78.813355
7372,73.553889
8818,86.42473000000001
6213,62.681996
838,16.722366
10323,27.096420000000002
4793,64.58067199999999
9971,87.535239
8775,0.25910900000000003
3568,19.155997
9580,92.525825
3087,43.122336
8934,87.06709599999999
1714,2.4540990000000003
4271,26.040529
339,59.938567000000006
7094,20.664158
6176,83.64862600000001
5318,93.03054300000001
8415,53.80226999999999
7749,88.64024599999999
588,85.974239
3366,80.577686
2670,99.142412
3590,94.85078
34,60.298666000000004
28,65.150355
7274,92.545321
4760,90.910566
2170,11.788997
5341,42.244054
8320,94.470625
889,85.323859
7699,73.738764
3322,57.623796
9791,89.412602
3515,85.23854
4768,67.453709
8618,5.52495
6630,0.487428
3734,9.705267
9862,17.073998
7367,56.791522
1654,78.026085
5728,74.137764
5228,98.831762
223,3.824433
8915,30.963836999999998
4602,0.7411479999999999
4240,66.462228
1590,95.13072199999999
6218,44.597739000000004
3256,30.700124
6094,39.658626
4951,94.974133
2181,2.744017
7070,79.367114
9346,94.20047199999999
7051,80.10901899999999
8512,50.508347
1209,56.181606
421,77.322878
9033,51.024025
1706,4.8793940000000005
1158,21.510202
2306,67.384428
273,47.927239
171,60.597365
3957,21.978185
5981,46.368454
3188,1.709702
1725,76.541661
5479,96.56635
9961,73.929618
1564,85.68740799999999
1782,17.775741
843,2.8096240000000003
9662,46.930384000000004
4630,80.496011
904,63.202870999999995
6143,27.954746999999998
10071,77.429018
10027,88.471322
1547,4.40512
2080,30.35645
4658,42.506398
3986,87.329222
9460,41.563332
9119,86.163325
6439,87.18202
7701,92.247091
9229,18.853644
3821,3.168502
2646,23.099024
9849,4.903251
7463,78.449497
5413,86.74385799999999
6800,94.492427
10417,74.45696
4351,12.329546
6314,23.144831
2155,59.607023
6974,86.3093
3716,56.973942
4058,99.635609
8571,71.785889
9135,34.253834000000005
3102,32.059558
558,93.984899
9651,94.796808
9644,80.54149
1436,75.359454
507,51.046556
1869,0.924391
755,17.777744000000002
5633,92.156318
4051,7.050613
5810,81.791609
3837,89.783621
4387,76.387047
2118,97.499842
6398,97.200642
9652,78.47023
501,73.053512
6510,91.22660400000001
5169,71.574329
1539,24.965977
8133,54.830076
1211,30.663320000000002
9424,94.65816600000001
672,39.308035
3378,97.39894100000001
9078,7.790673
1464,30.040415000000003
9223,27.800517
1192,79.21709200000001
7255,99.39107
1872,99.83641999999999
3591,89.527371
7759,78.246488
505,76.941541
243,64.327842
506,68.397711
8460,15.599504999999999
6963,69.561485
4845,87.47505100000001
7972,3.0887119999999997
1773,13.675471
9972,70.80116
5099,69.862004
8450,17.837607000000002
797,33.646689
8257,84.803887
7356,69.463288
2829,70.962823
9636,96.406615
9028,93.91804599999999
312,93.827069
746,64.260186
3570,10.277279
790,77.596589
2476,24.706882999999998
9642,73.505901
2570,22.296031
5497,91.262164
5422,73.805058
4356,3.991047
2163,20.205811999999998
6837,57.041026
7054,63.325736
380,2.773402
6333,86.086047
1292,66.227838
1912,66.154971
599,19.066253
3893,5.504356
4142,48.139976000000004
1652,86.910276
5432,63.187089
1893,74.469041
1944,18.958048
3396,87.120558
6012,84.082161
4363,3.475398
10172,10.923991000000001
375,3.597596
1966,80.896464
3958,13.038894
7437,90.291034
4424,56.865427000000004
7861,73.308111
9183,72.171124
5366,49.807742
8363,53.793831999999995
1471,5.762652
3346,1.419327
6504,34.974602000000004
2853,49.785164
9287,76.054975
10178,6.48631
6716,95.172093
4063,99.360049
4979,8.615069
4307,47.647490999999995
5066,0.5104850000000001
7554,58.99385600000001
9845,33.965469
3991,98.355189
1049,33.507557
6423,79.734214
9850,31.840123
8275,73.6481
2035,81.67714699999999
4040,28.515151
8302,27.434141999999998
9671,81.456941
1972,80.896464
4956,51.047621
2099,2.428143
1499,54.817211
6479,70.44877199999999
652,68.472186
170,75.605222
4086,37.03052
242,81.562713
5935,47.135492
4372,74.894752
7243,21.401664999999998
2756,81.438884
7153,61.222294999999995
8580,66.801239
2076,71.434517
4104,23.456098
9958,56.578304
6507,84.501003
5035,79.51724499999999
6710,96.344371
10013,18.448385000000002
8779,79.997794
6088,72.53206
9690,43.933484
9475,7.064178
5560,81.16969300000001
4650,60.344246999999996
8896,86.426695
4079,77.209675
640,73.5796
1270,79.390182
2778,73.453699
1985,36.610979
3862,49.18776
3481,73.60661999999999
1534,48.0541
325,84.002476
2338,6.616728
3981,76.000357
9174,74.86336800000001
4055,3.714911
2237,16.025164999999998
7395,63.799884
10069,62.026493
4925,31.357609999999998
864,91.413575
5910,5.640889
5742,66.58865
5407,97.044969
371,3.288673
6548,3.33796
5770,0.23512199999999997
7002,19.735903
6131,22.543885999999997
9603,35.453117999999996
5754,38.425045000000004
2364,98.284176
3213,76.126397
911,23.169068
9347,87.049037
7387,19.798938
6790,99.192655
8701,33.561639
6796,70.828022
6180,74.312139
1423,92.665915
10212,80.245154
479,39.772065000000005
662,63.337481999999994
4646,88.283212
9281,80.078841
8403,60.522608999999996
2988,97.604635
1119,71.083083
2776,53.048799
4536,85.181298
10066,87.67090300000001
5199,12.428196
8607,26.410402
5309,86.202079
4428,19.284857000000002
7812,14.20256
3982,95.92554
8494,75.885097
2893,95.858021
2669,41.273715
3978,1.8682900000000002
9085,2.547192
279,42.568244
6994,33.066429
7821,2.625155
7291,93.802566
1694,26.206125
9210,55.719878
3480,56.778603000000004
4417,26.871734999999997
7981,2.227097
6448,32.312046
8282,56.281786
8909,46.074940999999995
8178,82.226069
4297,57.053656999999994
4769,75.37087199999999
5033,37.975395
2209,90.90674200000001
9693,36.152074
5719,95.25867099999999
9575,83.349707
184,64.133324
4984,3.425782
5034,68.414394
4517,2.141138
2350,78.288954
553,84.708023
1397,1.205786
1384,19.934976000000002
4924,60.5698
5260,79.608407
297,6.207061
443,9.621058999999999
7716,51.227986
2077,49.606213000000004
8213,26.485995000000003
2229,46.982251
2842,70.457009
2537,39.443616
6508,58.3277
8573,63.38494300000001
6700,12.949828
3368,84.44360999999999
5967,76.20643299999999
2578,72.79656899999999
1131,52.072195
5004,81.515196
320,86.811613
1371,46.020419
4043,8.066194
